sample_id	biological_id	source_biological_id	population	era	library_id	read_group	sequencing_run	source_id	source_r1	source_r2	symlink_r1	symlink_r2
OchCCat011_Ex1-2C-lcwgs-1_RG-OchCCat011-E00526-585-HJLFCCCX2-L3-2C-B1	OchCCat011	Och-CCat_011	CCat	modern	Ex1-2C-lcwgs-1	RG-OchCCat011-E00526-585-HJLFCCCX2-L3-2C-B1	2nd	Och-CCat_011-Ex1-2C-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_011-Ex1-2C-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_011-Ex1-2C-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat011_Ex1-2C-lcwgs-1_RG-OchCCat011-E00526-585-HJLFCCCX2-L3-2C-B1_R1.fastq.gz	data/symlinks/OchCCat011_Ex1-2C-lcwgs-1_RG-OchCCat011-E00526-585-HJLFCCCX2-L3-2C-B1_R2.fastq.gz
OchCCat012_Ex1-2D-lcwgs-1_RG-OchCCat012-E00526-585-HJLFCCCX2-L3-2D-B1	OchCCat012	Och-CCat_012	CCat	modern	Ex1-2D-lcwgs-1	RG-OchCCat012-E00526-585-HJLFCCCX2-L3-2D-B1	2nd	Och-CCat_012-Ex1-2D-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_012-Ex1-2D-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_012-Ex1-2D-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat012_Ex1-2D-lcwgs-1_RG-OchCCat012-E00526-585-HJLFCCCX2-L3-2D-B1_R1.fastq.gz	data/symlinks/OchCCat012_Ex1-2D-lcwgs-1_RG-OchCCat012-E00526-585-HJLFCCCX2-L3-2D-B1_R2.fastq.gz
OchCCat013_Ex1-2E-lcwgs-1_RG-OchCCat013-E00526-585-HJLFCCCX2-L3-2E-B1	OchCCat013	Och-CCat_013	CCat	modern	Ex1-2E-lcwgs-1	RG-OchCCat013-E00526-585-HJLFCCCX2-L3-2E-B1	2nd	Och-CCat_013-Ex1-2E-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_013-Ex1-2E-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_013-Ex1-2E-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat013_Ex1-2E-lcwgs-1_RG-OchCCat013-E00526-585-HJLFCCCX2-L3-2E-B1_R1.fastq.gz	data/symlinks/OchCCat013_Ex1-2E-lcwgs-1_RG-OchCCat013-E00526-585-HJLFCCCX2-L3-2E-B1_R2.fastq.gz
OchCCat014_Ex1-2F-lcwgs-1_RG-OchCCat014-E00526-585-HJLFCCCX2-L3-2F-B1	OchCCat014	Och-CCat_014	CCat	modern	Ex1-2F-lcwgs-1	RG-OchCCat014-E00526-585-HJLFCCCX2-L3-2F-B1	2nd	Och-CCat_014-Ex1-2F-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_014-Ex1-2F-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_014-Ex1-2F-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat014_Ex1-2F-lcwgs-1_RG-OchCCat014-E00526-585-HJLFCCCX2-L3-2F-B1_R1.fastq.gz	data/symlinks/OchCCat014_Ex1-2F-lcwgs-1_RG-OchCCat014-E00526-585-HJLFCCCX2-L3-2F-B1_R2.fastq.gz
OchCCat015_Ex1-2G-lcwgs-1_RG-OchCCat015-E00526-585-HJLFCCCX2-L3-2G-B1	OchCCat015	Och-CCat_015	CCat	modern	Ex1-2G-lcwgs-1	RG-OchCCat015-E00526-585-HJLFCCCX2-L3-2G-B1	2nd	Och-CCat_015-Ex1-2G-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_015-Ex1-2G-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_015-Ex1-2G-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat015_Ex1-2G-lcwgs-1_RG-OchCCat015-E00526-585-HJLFCCCX2-L3-2G-B1_R1.fastq.gz	data/symlinks/OchCCat015_Ex1-2G-lcwgs-1_RG-OchCCat015-E00526-585-HJLFCCCX2-L3-2G-B1_R2.fastq.gz
OchCCat016_Ex1-2H-lcwgs-1_RG-OchCCat016-E00526-585-HJLFCCCX2-L3-2H-B1	OchCCat016	Och-CCat_016	CCat	modern	Ex1-2H-lcwgs-1	RG-OchCCat016-E00526-585-HJLFCCCX2-L3-2H-B1	2nd	Och-CCat_016-Ex1-2H-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_016-Ex1-2H-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_016-Ex1-2H-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat016_Ex1-2H-lcwgs-1_RG-OchCCat016-E00526-585-HJLFCCCX2-L3-2H-B1_R1.fastq.gz	data/symlinks/OchCCat016_Ex1-2H-lcwgs-1_RG-OchCCat016-E00526-585-HJLFCCCX2-L3-2H-B1_R2.fastq.gz
OchCCat017_Ex1-3A-lcwgs-1_RG-OchCCat017-E00526-585-HJLFCCCX2-L3-3A-B1	OchCCat017	Och-CCat_017	CCat	modern	Ex1-3A-lcwgs-1	RG-OchCCat017-E00526-585-HJLFCCCX2-L3-3A-B1	2nd	Och-CCat_017-Ex1-3A-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_017-Ex1-3A-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_017-Ex1-3A-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat017_Ex1-3A-lcwgs-1_RG-OchCCat017-E00526-585-HJLFCCCX2-L3-3A-B1_R1.fastq.gz	data/symlinks/OchCCat017_Ex1-3A-lcwgs-1_RG-OchCCat017-E00526-585-HJLFCCCX2-L3-3A-B1_R2.fastq.gz
OchCCat018_Ex1-3B-lcwgs-1_RG-OchCCat018-E00526-585-HJLFCCCX2-L3-3B-B1	OchCCat018	Och-CCat_018	CCat	modern	Ex1-3B-lcwgs-1	RG-OchCCat018-E00526-585-HJLFCCCX2-L3-3B-B1	2nd	Och-CCat_018-Ex1-3B-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_018-Ex1-3B-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_018-Ex1-3B-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat018_Ex1-3B-lcwgs-1_RG-OchCCat018-E00526-585-HJLFCCCX2-L3-3B-B1_R1.fastq.gz	data/symlinks/OchCCat018_Ex1-3B-lcwgs-1_RG-OchCCat018-E00526-585-HJLFCCCX2-L3-3B-B1_R2.fastq.gz
OchCCat019_Ex1-3C-lcwgs-1_RG-OchCCat019-E00526-585-HJLFCCCX2-L3-3C-B1	OchCCat019	Och-CCat_019	CCat	modern	Ex1-3C-lcwgs-1	RG-OchCCat019-E00526-585-HJLFCCCX2-L3-3C-B1	2nd	Och-CCat_019-Ex1-3C-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_019-Ex1-3C-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_019-Ex1-3C-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat019_Ex1-3C-lcwgs-1_RG-OchCCat019-E00526-585-HJLFCCCX2-L3-3C-B1_R1.fastq.gz	data/symlinks/OchCCat019_Ex1-3C-lcwgs-1_RG-OchCCat019-E00526-585-HJLFCCCX2-L3-3C-B1_R2.fastq.gz
OchCCat020_Ex1-3D-lcwgs-1_RG-OchCCat020-E00526-585-HJLFCCCX2-L3-3D-B1	OchCCat020	Och-CCat_020	CCat	modern	Ex1-3D-lcwgs-1	RG-OchCCat020-E00526-585-HJLFCCCX2-L3-3D-B1	2nd	Och-CCat_020-Ex1-3D-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_020-Ex1-3D-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_020-Ex1-3D-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat020_Ex1-3D-lcwgs-1_RG-OchCCat020-E00526-585-HJLFCCCX2-L3-3D-B1_R1.fastq.gz	data/symlinks/OchCCat020_Ex1-3D-lcwgs-1_RG-OchCCat020-E00526-585-HJLFCCCX2-L3-3D-B1_R2.fastq.gz
OchCCat021_Ex1-3E-lcwgs-1_RG-OchCCat021-E00526-585-HJLFCCCX2-L3-3E-B1	OchCCat021	Och-CCat_021	CCat	modern	Ex1-3E-lcwgs-1	RG-OchCCat021-E00526-585-HJLFCCCX2-L3-3E-B1	2nd	Och-CCat_021-Ex1-3E-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_021-Ex1-3E-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_021-Ex1-3E-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat021_Ex1-3E-lcwgs-1_RG-OchCCat021-E00526-585-HJLFCCCX2-L3-3E-B1_R1.fastq.gz	data/symlinks/OchCCat021_Ex1-3E-lcwgs-1_RG-OchCCat021-E00526-585-HJLFCCCX2-L3-3E-B1_R2.fastq.gz
OchCCat022_Ex1-3F-lcwgs-1_RG-OchCCat022-E00526-585-HJLFCCCX2-L3-3F-B1	OchCCat022	Och-CCat_022	CCat	modern	Ex1-3F-lcwgs-1	RG-OchCCat022-E00526-585-HJLFCCCX2-L3-3F-B1	2nd	Och-CCat_022-Ex1-3F-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_022-Ex1-3F-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_022-Ex1-3F-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat022_Ex1-3F-lcwgs-1_RG-OchCCat022-E00526-585-HJLFCCCX2-L3-3F-B1_R1.fastq.gz	data/symlinks/OchCCat022_Ex1-3F-lcwgs-1_RG-OchCCat022-E00526-585-HJLFCCCX2-L3-3F-B1_R2.fastq.gz
OchCCat023_Ex1-4E-lcwgs-1_RG-OchCCat023-E00526-585-HJLFCCCX2-L3-4E-B1	OchCCat023	Och-CCat_023	CCat	modern	Ex1-4E-lcwgs-1	RG-OchCCat023-E00526-585-HJLFCCCX2-L3-4E-B1	2nd	Och-CCat_023-Ex1-4E-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_023-Ex1-4E-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_023-Ex1-4E-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat023_Ex1-4E-lcwgs-1_RG-OchCCat023-E00526-585-HJLFCCCX2-L3-4E-B1_R1.fastq.gz	data/symlinks/OchCCat023_Ex1-4E-lcwgs-1_RG-OchCCat023-E00526-585-HJLFCCCX2-L3-4E-B1_R2.fastq.gz
OchCCat024_Ex1-5G-lcwgs-1_RG-OchCCat024-E00526-585-HJLFCCCX2-L3-5G-B1	OchCCat024	Och-CCat_024	CCat	modern	Ex1-5G-lcwgs-1	RG-OchCCat024-E00526-585-HJLFCCCX2-L3-5G-B1	2nd	Och-CCat_024-Ex1-5G-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_024-Ex1-5G-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_024-Ex1-5G-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat024_Ex1-5G-lcwgs-1_RG-OchCCat024-E00526-585-HJLFCCCX2-L3-5G-B1_R1.fastq.gz	data/symlinks/OchCCat024_Ex1-5G-lcwgs-1_RG-OchCCat024-E00526-585-HJLFCCCX2-L3-5G-B1_R2.fastq.gz
OchCCat025_Ex1-4A-lcwgs-1_RG-OchCCat025-E00526-585-HJLFCCCX2-L3-4A-B1	OchCCat025	Och-CCat_025	CCat	modern	Ex1-4A-lcwgs-1	RG-OchCCat025-E00526-585-HJLFCCCX2-L3-4A-B1	2nd	Och-CCat_025-Ex1-4A-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_025-Ex1-4A-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_025-Ex1-4A-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat025_Ex1-4A-lcwgs-1_RG-OchCCat025-E00526-585-HJLFCCCX2-L3-4A-B1_R1.fastq.gz	data/symlinks/OchCCat025_Ex1-4A-lcwgs-1_RG-OchCCat025-E00526-585-HJLFCCCX2-L3-4A-B1_R2.fastq.gz
OchCCat028_Ex1-5C-lcwgs-1_RG-OchCCat028-E00526-585-HJLFCCCX2-L3-5C-B1	OchCCat028	Och-CCat_028	CCat	modern	Ex1-5C-lcwgs-1	RG-OchCCat028-E00526-585-HJLFCCCX2-L3-5C-B1	2nd	Och-CCat_028-Ex1-5C-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_028-Ex1-5C-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_028-Ex1-5C-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat028_Ex1-5C-lcwgs-1_RG-OchCCat028-E00526-585-HJLFCCCX2-L3-5C-B1_R1.fastq.gz	data/symlinks/OchCCat028_Ex1-5C-lcwgs-1_RG-OchCCat028-E00526-585-HJLFCCCX2-L3-5C-B1_R2.fastq.gz
OchCCat029_Ex1-3H-lcwgs-1_RG-OchCCat029-E00526-585-HJLFCCCX2-L3-3H-B1	OchCCat029	Och-CCat_029	CCat	modern	Ex1-3H-lcwgs-1	RG-OchCCat029-E00526-585-HJLFCCCX2-L3-3H-B1	2nd	Och-CCat_029-Ex1-3H-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_029-Ex1-3H-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_029-Ex1-3H-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat029_Ex1-3H-lcwgs-1_RG-OchCCat029-E00526-585-HJLFCCCX2-L3-3H-B1_R1.fastq.gz	data/symlinks/OchCCat029_Ex1-3H-lcwgs-1_RG-OchCCat029-E00526-585-HJLFCCCX2-L3-3H-B1_R2.fastq.gz
OchCCat031_Ex1-3G-lcwgs-1_RG-OchCCat031-E00526-585-HJLFCCCX2-L3-3G-B1	OchCCat031	Och-CCat_031	CCat	modern	Ex1-3G-lcwgs-1	RG-OchCCat031-E00526-585-HJLFCCCX2-L3-3G-B1	2nd	Och-CCat_031-Ex1-3G-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_031-Ex1-3G-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_031-Ex1-3G-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat031_Ex1-3G-lcwgs-1_RG-OchCCat031-E00526-585-HJLFCCCX2-L3-3G-B1_R1.fastq.gz	data/symlinks/OchCCat031_Ex1-3G-lcwgs-1_RG-OchCCat031-E00526-585-HJLFCCCX2-L3-3G-B1_R2.fastq.gz
OchCCat035_Ex1-6A-lcwgs-1_RG-OchCCat035-E00526-585-HJLFCCCX2-L3-6A-B1	OchCCat035	Och-CCat_035	CCat	modern	Ex1-6A-lcwgs-1	RG-OchCCat035-E00526-585-HJLFCCCX2-L3-6A-B1	2nd	Och-CCat_035-Ex1-6A-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_035-Ex1-6A-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_035-Ex1-6A-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat035_Ex1-6A-lcwgs-1_RG-OchCCat035-E00526-585-HJLFCCCX2-L3-6A-B1_R1.fastq.gz	data/symlinks/OchCCat035_Ex1-6A-lcwgs-1_RG-OchCCat035-E00526-585-HJLFCCCX2-L3-6A-B1_R2.fastq.gz
OchCCat036_Ex1-5D-lcwgs-1_RG-OchCCat036-E00526-585-HJLFCCCX2-L3-5D-B1	OchCCat036	Och-CCat_036	CCat	modern	Ex1-5D-lcwgs-1	RG-OchCCat036-E00526-585-HJLFCCCX2-L3-5D-B1	2nd	Och-CCat_036-Ex1-5D-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_036-Ex1-5D-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_036-Ex1-5D-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat036_Ex1-5D-lcwgs-1_RG-OchCCat036-E00526-585-HJLFCCCX2-L3-5D-B1_R1.fastq.gz	data/symlinks/OchCCat036_Ex1-5D-lcwgs-1_RG-OchCCat036-E00526-585-HJLFCCCX2-L3-5D-B1_R2.fastq.gz
OchCCat037_Ex1-4B-lcwgs-1_RG-OchCCat037-E00526-585-HJLFCCCX2-L3-4B-B1	OchCCat037	Och-CCat_037	CCat	modern	Ex1-4B-lcwgs-1	RG-OchCCat037-E00526-585-HJLFCCCX2-L3-4B-B1	2nd	Och-CCat_037-Ex1-4B-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_037-Ex1-4B-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_037-Ex1-4B-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat037_Ex1-4B-lcwgs-1_RG-OchCCat037-E00526-585-HJLFCCCX2-L3-4B-B1_R1.fastq.gz	data/symlinks/OchCCat037_Ex1-4B-lcwgs-1_RG-OchCCat037-E00526-585-HJLFCCCX2-L3-4B-B1_R2.fastq.gz
OchCCat038_Ex1-4C-lcwgs-1_RG-OchCCat038-E00526-585-HJLFCCCX2-L3-4C-B1	OchCCat038	Och-CCat_038	CCat	modern	Ex1-4C-lcwgs-1	RG-OchCCat038-E00526-585-HJLFCCCX2-L3-4C-B1	2nd	Och-CCat_038-Ex1-4C-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_038-Ex1-4C-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_038-Ex1-4C-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat038_Ex1-4C-lcwgs-1_RG-OchCCat038-E00526-585-HJLFCCCX2-L3-4C-B1_R1.fastq.gz	data/symlinks/OchCCat038_Ex1-4C-lcwgs-1_RG-OchCCat038-E00526-585-HJLFCCCX2-L3-4C-B1_R2.fastq.gz
OchCCat047_Ex1-4H-lcwgs-1_RG-OchCCat047-E00526-585-HJLFCCCX2-L3-4H-B1	OchCCat047	Och-CCat_047	CCat	modern	Ex1-4H-lcwgs-1	RG-OchCCat047-E00526-585-HJLFCCCX2-L3-4H-B1	2nd	Och-CCat_047-Ex1-4H-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_047-Ex1-4H-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_047-Ex1-4H-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat047_Ex1-4H-lcwgs-1_RG-OchCCat047-E00526-585-HJLFCCCX2-L3-4H-B1_R1.fastq.gz	data/symlinks/OchCCat047_Ex1-4H-lcwgs-1_RG-OchCCat047-E00526-585-HJLFCCCX2-L3-4H-B1_R2.fastq.gz
OchCCat051_Ex1-8B-lcwgs-1_RG-OchCCat051-E00526-585-HJLFCCCX2-L3-8B-B1	OchCCat051	Och-CCat_051	CCat	modern	Ex1-8B-lcwgs-1	RG-OchCCat051-E00526-585-HJLFCCCX2-L3-8B-B1	2nd	Och-CCat_051-Ex1-8B-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_051-Ex1-8B-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_051-Ex1-8B-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat051_Ex1-8B-lcwgs-1_RG-OchCCat051-E00526-585-HJLFCCCX2-L3-8B-B1_R1.fastq.gz	data/symlinks/OchCCat051_Ex1-8B-lcwgs-1_RG-OchCCat051-E00526-585-HJLFCCCX2-L3-8B-B1_R2.fastq.gz
OchCCat059_Ex1-8C-lcwgs-1_RG-OchCCat059-E00526-585-HJLFCCCX2-L3-8C-B1	OchCCat059	Och-CCat_059	CCat	modern	Ex1-8C-lcwgs-1	RG-OchCCat059-E00526-585-HJLFCCCX2-L3-8C-B1	2nd	Och-CCat_059-Ex1-8C-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_059-Ex1-8C-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_059-Ex1-8C-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat059_Ex1-8C-lcwgs-1_RG-OchCCat059-E00526-585-HJLFCCCX2-L3-8C-B1_R1.fastq.gz	data/symlinks/OchCCat059_Ex1-8C-lcwgs-1_RG-OchCCat059-E00526-585-HJLFCCCX2-L3-8C-B1_R2.fastq.gz
OchCCat063_Ex1-5E-lcwgs-1_RG-OchCCat063-E00526-585-HJLFCCCX2-L3-5E-B1	OchCCat063	Och-CCat_063	CCat	modern	Ex1-5E-lcwgs-1	RG-OchCCat063-E00526-585-HJLFCCCX2-L3-5E-B1	2nd	Och-CCat_063-Ex1-5E-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_063-Ex1-5E-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_063-Ex1-5E-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat063_Ex1-5E-lcwgs-1_RG-OchCCat063-E00526-585-HJLFCCCX2-L3-5E-B1_R1.fastq.gz	data/symlinks/OchCCat063_Ex1-5E-lcwgs-1_RG-OchCCat063-E00526-585-HJLFCCCX2-L3-5E-B1_R2.fastq.gz
OchCCat065_Ex1-4F-lcwgs-1_RG-OchCCat065-E00526-585-HJLFCCCX2-L3-4F-B1	OchCCat065	Och-CCat_065	CCat	modern	Ex1-4F-lcwgs-1	RG-OchCCat065-E00526-585-HJLFCCCX2-L3-4F-B1	2nd	Och-CCat_065-Ex1-4F-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_065-Ex1-4F-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_065-Ex1-4F-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat065_Ex1-4F-lcwgs-1_RG-OchCCat065-E00526-585-HJLFCCCX2-L3-4F-B1_R1.fastq.gz	data/symlinks/OchCCat065_Ex1-4F-lcwgs-1_RG-OchCCat065-E00526-585-HJLFCCCX2-L3-4F-B1_R2.fastq.gz
OchCCat066_Ex1-7A-lcwgs-1_RG-OchCCat066-E00526-585-HJLFCCCX2-L3-7A-B1	OchCCat066	Och-CCat_066	CCat	modern	Ex1-7A-lcwgs-1	RG-OchCCat066-E00526-585-HJLFCCCX2-L3-7A-B1	2nd	Och-CCat_066-Ex1-7A-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_066-Ex1-7A-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw/Och-CCat_066-Ex1-7A-lcwgs-1-1.2.fq.gz	data/symlinks/OchCCat066_Ex1-7A-lcwgs-1_RG-OchCCat066-E00526-585-HJLFCCCX2-L3-7A-B1_R1.fastq.gz	data/symlinks/OchCCat066_Ex1-7A-lcwgs-1_RG-OchCCat066-E00526-585-HJLFCCCX2-L3-7A-B1_R2.fastq.gz
