sample_id	biological_id	source_biological_id	population	era	library_id	read_group	sequencing_run	source_id	source_r1	source_r2	symlink_r1	symlink_r2
OchCBur077_Ex1-4E-lcwgs-1_RG-OchCBur077-LH00328-276-22KKJLLT3-L2-4E-B1	OchCBur077	Och-CBur_077	CBur	modern	Ex1-4E-lcwgs-1	RG-OchCBur077-LH00328-276-22KKJLLT3-L2-4E-B1	3rd	Och-CBur_077_Ex1-4E-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_077_Ex1-4E-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_077_Ex1-4E-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur077_Ex1-4E-lcwgs-1_RG-OchCBur077-LH00328-276-22KKJLLT3-L2-4E-B1_R1.fastq.gz	data/symlinks/OchCBur077_Ex1-4E-lcwgs-1_RG-OchCBur077-LH00328-276-22KKJLLT3-L2-4E-B1_R2.fastq.gz
OchCBur078_Ex1-5D-lcwgs-1_RG-OchCBur078-LH00328-276-22KKJLLT3-L2-5D-B1	OchCBur078	Och-CBur_078	CBur	modern	Ex1-5D-lcwgs-1	RG-OchCBur078-LH00328-276-22KKJLLT3-L2-5D-B1	3rd	Och-CBur_078_Ex1-5D-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_078_Ex1-5D-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_078_Ex1-5D-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur078_Ex1-5D-lcwgs-1_RG-OchCBur078-LH00328-276-22KKJLLT3-L2-5D-B1_R1.fastq.gz	data/symlinks/OchCBur078_Ex1-5D-lcwgs-1_RG-OchCBur078-LH00328-276-22KKJLLT3-L2-5D-B1_R2.fastq.gz
OchCBur079_Ex1-6A-lcwgs-1_RG-OchCBur079-LH00328-276-22KKJLLT3-L2-6A-B1	OchCBur079	Och-CBur_079	CBur	modern	Ex1-6A-lcwgs-1	RG-OchCBur079-LH00328-276-22KKJLLT3-L2-6A-B1	3rd	Och-CBur_079_Ex1-6A-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_079_Ex1-6A-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_079_Ex1-6A-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur079_Ex1-6A-lcwgs-1_RG-OchCBur079-LH00328-276-22KKJLLT3-L2-6A-B1_R1.fastq.gz	data/symlinks/OchCBur079_Ex1-6A-lcwgs-1_RG-OchCBur079-LH00328-276-22KKJLLT3-L2-6A-B1_R2.fastq.gz
OchCBur080_Ex1-6E-lcwgs-1_RG-OchCBur080-LH00328-276-22KKJLLT3-L2-6E-B1	OchCBur080	Och-CBur_080	CBur	modern	Ex1-6E-lcwgs-1	RG-OchCBur080-LH00328-276-22KKJLLT3-L2-6E-B1	3rd	Och-CBur_080_Ex1-6E-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_080_Ex1-6E-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_080_Ex1-6E-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur080_Ex1-6E-lcwgs-1_RG-OchCBur080-LH00328-276-22KKJLLT3-L2-6E-B1_R1.fastq.gz	data/symlinks/OchCBur080_Ex1-6E-lcwgs-1_RG-OchCBur080-LH00328-276-22KKJLLT3-L2-6E-B1_R2.fastq.gz
OchCBur082_Ex1-7F-lcwgs-1_RG-OchCBur082-LH00328-276-22KKJLLT3-L2-7F-B1	OchCBur082	Och-CBur_082	CBur	modern	Ex1-7F-lcwgs-1	RG-OchCBur082-LH00328-276-22KKJLLT3-L2-7F-B1	3rd	Och-CBur_082_Ex1-7F-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_082_Ex1-7F-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_082_Ex1-7F-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur082_Ex1-7F-lcwgs-1_RG-OchCBur082-LH00328-276-22KKJLLT3-L2-7F-B1_R1.fastq.gz	data/symlinks/OchCBur082_Ex1-7F-lcwgs-1_RG-OchCBur082-LH00328-276-22KKJLLT3-L2-7F-B1_R2.fastq.gz
OchCBur083_Ex1-8D-lcwgs-1_RG-OchCBur083-LH00328-276-22KKJLLT3-L2-8D-B1	OchCBur083	Och-CBur_083	CBur	modern	Ex1-8D-lcwgs-1	RG-OchCBur083-LH00328-276-22KKJLLT3-L2-8D-B1	3rd	Och-CBur_083_Ex1-8D-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_083_Ex1-8D-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_083_Ex1-8D-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur083_Ex1-8D-lcwgs-1_RG-OchCBur083-LH00328-276-22KKJLLT3-L2-8D-B1_R1.fastq.gz	data/symlinks/OchCBur083_Ex1-8D-lcwgs-1_RG-OchCBur083-LH00328-276-22KKJLLT3-L2-8D-B1_R2.fastq.gz
OchCBur084_Ex1-8H-lcwgs-1_RG-OchCBur084-LH00328-276-22KKJLLT3-L2-8H-B1	OchCBur084	Och-CBur_084	CBur	modern	Ex1-8H-lcwgs-1	RG-OchCBur084-LH00328-276-22KKJLLT3-L2-8H-B1	3rd	Och-CBur_084_Ex1-8H-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_084_Ex1-8H-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_084_Ex1-8H-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur084_Ex1-8H-lcwgs-1_RG-OchCBur084-LH00328-276-22KKJLLT3-L2-8H-B1_R1.fastq.gz	data/symlinks/OchCBur084_Ex1-8H-lcwgs-1_RG-OchCBur084-LH00328-276-22KKJLLT3-L2-8H-B1_R2.fastq.gz
OchCBur086_Ex1-2D-lcwgs-1_RG-OchCBur086-LH00328-276-22KKJLLT3-L2-2D-B1	OchCBur086	Och-CBur_086	CBur	modern	Ex1-2D-lcwgs-1	RG-OchCBur086-LH00328-276-22KKJLLT3-L2-2D-B1	3rd	Och-CBur_086_Ex1-2D-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_086_Ex1-2D-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_086_Ex1-2D-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur086_Ex1-2D-lcwgs-1_RG-OchCBur086-LH00328-276-22KKJLLT3-L2-2D-B1_R1.fastq.gz	data/symlinks/OchCBur086_Ex1-2D-lcwgs-1_RG-OchCBur086-LH00328-276-22KKJLLT3-L2-2D-B1_R2.fastq.gz
OchCBur087_Ex1-2H-lcwgs-1_RG-OchCBur087-LH00328-276-22KKJLLT3-L2-2H-B1	OchCBur087	Och-CBur_087	CBur	modern	Ex1-2H-lcwgs-1	RG-OchCBur087-LH00328-276-22KKJLLT3-L2-2H-B1	3rd	Och-CBur_087_Ex1-2H-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_087_Ex1-2H-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_087_Ex1-2H-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur087_Ex1-2H-lcwgs-1_RG-OchCBur087-LH00328-276-22KKJLLT3-L2-2H-B1_R1.fastq.gz	data/symlinks/OchCBur087_Ex1-2H-lcwgs-1_RG-OchCBur087-LH00328-276-22KKJLLT3-L2-2H-B1_R2.fastq.gz
OchCBur088_Ex1-3G-lcwgs-1_RG-OchCBur088-LH00328-276-22KKJLLT3-L2-3G-B1	OchCBur088	Och-CBur_088	CBur	modern	Ex1-3G-lcwgs-1	RG-OchCBur088-LH00328-276-22KKJLLT3-L2-3G-B1	3rd	Och-CBur_088_Ex1-3G-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_088_Ex1-3G-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_088_Ex1-3G-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur088_Ex1-3G-lcwgs-1_RG-OchCBur088-LH00328-276-22KKJLLT3-L2-3G-B1_R1.fastq.gz	data/symlinks/OchCBur088_Ex1-3G-lcwgs-1_RG-OchCBur088-LH00328-276-22KKJLLT3-L2-3G-B1_R2.fastq.gz
OchCBur089_Ex1-4F-lcwgs-1_RG-OchCBur089-LH00328-276-22KKJLLT3-L2-4F-B1	OchCBur089	Och-CBur_089	CBur	modern	Ex1-4F-lcwgs-1	RG-OchCBur089-LH00328-276-22KKJLLT3-L2-4F-B1	3rd	Och-CBur_089_Ex1-4F-lcwgs-1-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_089_Ex1-4F-lcwgs-1-1.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run/fq_raw/Och-CBur_089_Ex1-4F-lcwgs-1-1.2.fq.gz	data/symlinks/OchCBur089_Ex1-4F-lcwgs-1_RG-OchCBur089-LH00328-276-22KKJLLT3-L2-4F-B1_R1.fastq.gz	data/symlinks/OchCBur089_Ex1-4F-lcwgs-1_RG-OchCBur089-LH00328-276-22KKJLLT3-L2-4F-B1_R2.fastq.gz
OchACan001_Ex1-1A-lcwgs-1_RG-OchACan001-LH00516-290-22M5VHLT4-L4-1A-B1	OchACan001	Och-ACan_001	ACan	historical	Ex1-1A-lcwgs-1	RG-OchACan001-LH00516-290-22M5VHLT4-L4-1A-B1	4th	Och-ACan_001-Ex1-1A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_001-Ex1-1A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_001-Ex1-1A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan001_Ex1-1A-lcwgs-1_RG-OchACan001-LH00516-290-22M5VHLT4-L4-1A-B1_R1.fastq.gz	data/symlinks/OchACan001_Ex1-1A-lcwgs-1_RG-OchACan001-LH00516-290-22M5VHLT4-L4-1A-B1_R2.fastq.gz
OchACan002_Ex1-2A-lcwgs-1_RG-OchACan002-LH00516-290-22M5VHLT4-L4-2A-B1	OchACan002	Och-ACan_002	ACan	historical	Ex1-2A-lcwgs-1	RG-OchACan002-LH00516-290-22M5VHLT4-L4-2A-B1	4th	Och-ACan_002-Ex1-2A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_002-Ex1-2A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_002-Ex1-2A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan002_Ex1-2A-lcwgs-1_RG-OchACan002-LH00516-290-22M5VHLT4-L4-2A-B1_R1.fastq.gz	data/symlinks/OchACan002_Ex1-2A-lcwgs-1_RG-OchACan002-LH00516-290-22M5VHLT4-L4-2A-B1_R2.fastq.gz
OchACan003_Ex1-3A-lcwgs-1_RG-OchACan003-LH00516-290-22M5VHLT4-L4-3A-B1	OchACan003	Och-ACan_003	ACan	historical	Ex1-3A-lcwgs-1	RG-OchACan003-LH00516-290-22M5VHLT4-L4-3A-B1	4th	Och-ACan_003-Ex1-3A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_003-Ex1-3A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_003-Ex1-3A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan003_Ex1-3A-lcwgs-1_RG-OchACan003-LH00516-290-22M5VHLT4-L4-3A-B1_R1.fastq.gz	data/symlinks/OchACan003_Ex1-3A-lcwgs-1_RG-OchACan003-LH00516-290-22M5VHLT4-L4-3A-B1_R2.fastq.gz
OchACan004_Ex1-4A-lcwgs-1_RG-OchACan004-LH00516-290-22M5VHLT4-L4-4A-B1	OchACan004	Och-ACan_004	ACan	historical	Ex1-4A-lcwgs-1	RG-OchACan004-LH00516-290-22M5VHLT4-L4-4A-B1	4th	Och-ACan_004-Ex1-4A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_004-Ex1-4A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_004-Ex1-4A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan004_Ex1-4A-lcwgs-1_RG-OchACan004-LH00516-290-22M5VHLT4-L4-4A-B1_R1.fastq.gz	data/symlinks/OchACan004_Ex1-4A-lcwgs-1_RG-OchACan004-LH00516-290-22M5VHLT4-L4-4A-B1_R2.fastq.gz
OchACan005_Ex1-5A-lcwgs-1_RG-OchACan005-LH00516-290-22M5VHLT4-L4-5A-B1	OchACan005	Och-ACan_005	ACan	historical	Ex1-5A-lcwgs-1	RG-OchACan005-LH00516-290-22M5VHLT4-L4-5A-B1	4th	Och-ACan_005-Ex1-5A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_005-Ex1-5A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_005-Ex1-5A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan005_Ex1-5A-lcwgs-1_RG-OchACan005-LH00516-290-22M5VHLT4-L4-5A-B1_R1.fastq.gz	data/symlinks/OchACan005_Ex1-5A-lcwgs-1_RG-OchACan005-LH00516-290-22M5VHLT4-L4-5A-B1_R2.fastq.gz
OchACan006_Ex1-6A-lcwgs-1_RG-OchACan006-LH00516-290-22M5VHLT4-L4-6A-B1	OchACan006	Och-ACan_006	ACan	historical	Ex1-6A-lcwgs-1	RG-OchACan006-LH00516-290-22M5VHLT4-L4-6A-B1	4th	Och-ACan_006-Ex1-6A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_006-Ex1-6A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_006-Ex1-6A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan006_Ex1-6A-lcwgs-1_RG-OchACan006-LH00516-290-22M5VHLT4-L4-6A-B1_R1.fastq.gz	data/symlinks/OchACan006_Ex1-6A-lcwgs-1_RG-OchACan006-LH00516-290-22M5VHLT4-L4-6A-B1_R2.fastq.gz
OchACan007_Ex1-7A-lcwgs-1_RG-OchACan007-LH00516-290-22M5VHLT4-L4-7A-B1	OchACan007	Och-ACan_007	ACan	historical	Ex1-7A-lcwgs-1	RG-OchACan007-LH00516-290-22M5VHLT4-L4-7A-B1	4th	Och-ACan_007-Ex1-7A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_007-Ex1-7A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_007-Ex1-7A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan007_Ex1-7A-lcwgs-1_RG-OchACan007-LH00516-290-22M5VHLT4-L4-7A-B1_R1.fastq.gz	data/symlinks/OchACan007_Ex1-7A-lcwgs-1_RG-OchACan007-LH00516-290-22M5VHLT4-L4-7A-B1_R2.fastq.gz
OchACan008_Ex1-8A-lcwgs-1_RG-OchACan008-LH00516-290-22M5VHLT4-L4-8A-B1	OchACan008	Och-ACan_008	ACan	historical	Ex1-8A-lcwgs-1	RG-OchACan008-LH00516-290-22M5VHLT4-L4-8A-B1	4th	Och-ACan_008-Ex1-8A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_008-Ex1-8A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_008-Ex1-8A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan008_Ex1-8A-lcwgs-1_RG-OchACan008-LH00516-290-22M5VHLT4-L4-8A-B1_R1.fastq.gz	data/symlinks/OchACan008_Ex1-8A-lcwgs-1_RG-OchACan008-LH00516-290-22M5VHLT4-L4-8A-B1_R2.fastq.gz
OchACan009_Ex1-9A-lcwgs-1_RG-OchACan009-LH00516-290-22M5VHLT4-L4-9A-B1	OchACan009	Och-ACan_009	ACan	historical	Ex1-9A-lcwgs-1	RG-OchACan009-LH00516-290-22M5VHLT4-L4-9A-B1	4th	Och-ACan_009-Ex1-9A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_009-Ex1-9A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_009-Ex1-9A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan009_Ex1-9A-lcwgs-1_RG-OchACan009-LH00516-290-22M5VHLT4-L4-9A-B1_R1.fastq.gz	data/symlinks/OchACan009_Ex1-9A-lcwgs-1_RG-OchACan009-LH00516-290-22M5VHLT4-L4-9A-B1_R2.fastq.gz
OchACan010_Ex1-10A-lcwgs-1_RG-OchACan010-LH00516-290-22M5VHLT4-L4-10A-B1	OchACan010	Och-ACan_010	ACan	historical	Ex1-10A-lcwgs-1	RG-OchACan010-LH00516-290-22M5VHLT4-L4-10A-B1	4th	Och-ACan_010-Ex1-10A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_010-Ex1-10A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_010-Ex1-10A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan010_Ex1-10A-lcwgs-1_RG-OchACan010-LH00516-290-22M5VHLT4-L4-10A-B1_R1.fastq.gz	data/symlinks/OchACan010_Ex1-10A-lcwgs-1_RG-OchACan010-LH00516-290-22M5VHLT4-L4-10A-B1_R2.fastq.gz
OchACan011_Ex1-11A-lcwgs-1_RG-OchACan011-LH00516-290-22M5VHLT4-L4-11A-B1	OchACan011	Och-ACan_011	ACan	historical	Ex1-11A-lcwgs-1	RG-OchACan011-LH00516-290-22M5VHLT4-L4-11A-B1	4th	Och-ACan_011-Ex1-11A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_011-Ex1-11A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_011-Ex1-11A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan011_Ex1-11A-lcwgs-1_RG-OchACan011-LH00516-290-22M5VHLT4-L4-11A-B1_R1.fastq.gz	data/symlinks/OchACan011_Ex1-11A-lcwgs-1_RG-OchACan011-LH00516-290-22M5VHLT4-L4-11A-B1_R2.fastq.gz
OchACan012_Ex1-12A-lcwgs-1_RG-OchACan012-LH00516-290-22M5VHLT4-L4-12A-B1	OchACan012	Och-ACan_012	ACan	historical	Ex1-12A-lcwgs-1	RG-OchACan012-LH00516-290-22M5VHLT4-L4-12A-B1	4th	Och-ACan_012-Ex1-12A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_012-Ex1-12A-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_012-Ex1-12A-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan012_Ex1-12A-lcwgs-1_RG-OchACan012-LH00516-290-22M5VHLT4-L4-12A-B1_R1.fastq.gz	data/symlinks/OchACan012_Ex1-12A-lcwgs-1_RG-OchACan012-LH00516-290-22M5VHLT4-L4-12A-B1_R2.fastq.gz
OchACan013_Ex1-1B-lcwgs-1_RG-OchACan013-LH00516-290-22M5VHLT4-L4-1B-B1	OchACan013	Och-ACan_013	ACan	historical	Ex1-1B-lcwgs-1	RG-OchACan013-LH00516-290-22M5VHLT4-L4-1B-B1	4th	Och-ACan_013-Ex1-1B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_013-Ex1-1B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_013-Ex1-1B-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan013_Ex1-1B-lcwgs-1_RG-OchACan013-LH00516-290-22M5VHLT4-L4-1B-B1_R1.fastq.gz	data/symlinks/OchACan013_Ex1-1B-lcwgs-1_RG-OchACan013-LH00516-290-22M5VHLT4-L4-1B-B1_R2.fastq.gz
OchACan014_Ex1-2B-lcwgs-1_RG-OchACan014-LH00516-290-22M5VHLT4-L4-2B-B1	OchACan014	Och-ACan_014	ACan	historical	Ex1-2B-lcwgs-1	RG-OchACan014-LH00516-290-22M5VHLT4-L4-2B-B1	4th	Och-ACan_014-Ex1-2B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_014-Ex1-2B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_014-Ex1-2B-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan014_Ex1-2B-lcwgs-1_RG-OchACan014-LH00516-290-22M5VHLT4-L4-2B-B1_R1.fastq.gz	data/symlinks/OchACan014_Ex1-2B-lcwgs-1_RG-OchACan014-LH00516-290-22M5VHLT4-L4-2B-B1_R2.fastq.gz
OchACan015_Ex1-3B-lcwgs-1_RG-OchACan015-LH00516-290-22M5VHLT4-L4-3B-B1	OchACan015	Och-ACan_015	ACan	historical	Ex1-3B-lcwgs-1	RG-OchACan015-LH00516-290-22M5VHLT4-L4-3B-B1	4th	Och-ACan_015-Ex1-3B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_015-Ex1-3B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_015-Ex1-3B-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan015_Ex1-3B-lcwgs-1_RG-OchACan015-LH00516-290-22M5VHLT4-L4-3B-B1_R1.fastq.gz	data/symlinks/OchACan015_Ex1-3B-lcwgs-1_RG-OchACan015-LH00516-290-22M5VHLT4-L4-3B-B1_R2.fastq.gz
OchACan016_Ex1-4B-lcwgs-1_RG-OchACan016-LH00516-290-22M5VHLT4-L4-4B-B1	OchACan016	Och-ACan_016	ACan	historical	Ex1-4B-lcwgs-1	RG-OchACan016-LH00516-290-22M5VHLT4-L4-4B-B1	4th	Och-ACan_016-Ex1-4B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_016-Ex1-4B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_016-Ex1-4B-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan016_Ex1-4B-lcwgs-1_RG-OchACan016-LH00516-290-22M5VHLT4-L4-4B-B1_R1.fastq.gz	data/symlinks/OchACan016_Ex1-4B-lcwgs-1_RG-OchACan016-LH00516-290-22M5VHLT4-L4-4B-B1_R2.fastq.gz
OchACan017_Ex1-5B-lcwgs-1_RG-OchACan017-LH00516-290-22M5VHLT4-L4-5B-B1	OchACan017	Och-ACan_017	ACan	historical	Ex1-5B-lcwgs-1	RG-OchACan017-LH00516-290-22M5VHLT4-L4-5B-B1	4th	Och-ACan_017-Ex1-5B-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_017-Ex1-5B-lcwgs-1-2.1.fq.gz	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw/Och-ACan_017-Ex1-5B-lcwgs-1-2.2.fq.gz	data/symlinks/OchACan017_Ex1-5B-lcwgs-1_RG-OchACan017-LH00516-290-22M5VHLT4-L4-5B-B1_R1.fastq.gz	data/symlinks/OchACan017_Ex1-5B-lcwgs-1_RG-OchACan017-LH00516-290-22M5VHLT4-L4-5B-B1_R2.fastq.gz
